Low,Est,High,name
-0.8224823617486754,-0.35732224255352546,0.10783787664162442,Neutral
-1.303656056287904,-0.6905919388098142,-0.07752782133172431,Optimistic
-1.2366529748054103,-0.6055655478571695,0.025521879091071176,Pesimistic
-0.7788126169917405,-0.340315756879958,0.2491994364378507,mean effect(mu)
